TimeStamp,Is_Participate,PosterScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton
9/29/2024 14:01:34,Yes,41,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,5,5,,最初からゴミが出にくいものにする
9/29/2024 14:01:52,Yes,60,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,other,other,3,4,,
9/29/2024 14:01:56,Yes,85,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,male,Yes,3,4,,
9/29/2024 14:02:20,Yes,77,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,生活,生活
9/29/2024 14:02:22,Yes,10,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,4,,
9/29/2024 14:02:26,Yes,5,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,特にない,決められたゴミ袋に入れる
9/29/2024 14:02:28,Yes,5,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,
9/29/2024 14:02:34,Yes,100,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,4,特にない,特にない
9/29/2024 14:02:39,Yes,5,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,
9/29/2024 14:02:41,Yes,90,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,3,2,,
9/29/2024 14:02:44,Yes,94,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,female,Yes,3,2,,
9/29/2024 14:02:57,Yes,60,4,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,No,4,3,,
9/29/2024 14:03:03,Yes,7,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,,
9/29/2024 14:03:07,Yes,60,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,3,2,特になし,とくになし　
9/29/2024 14:03:09,Yes,70,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,
9/29/2024 14:03:12,Yes,9,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,,
9/29/2024 14:03:14,Yes,90,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,,
9/29/2024 14:03:17,Yes,30,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,1,,
9/29/2024 14:03:21,Yes,80,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,No,3,3,,
9/29/2024 14:03:24,Yes,70,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,3,2,しなければならないとは思うができない。,缶類は分別してます。
9/29/2024 14:03:27,Yes,70,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,No,4,3,,
9/29/2024 14:03:28,Yes,70,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,5,4,ゴミの分別はずっとやっているので当たり前だと思う,細かく分別して捨てる意識はしてゴミもなるべく出るものではなく出にくいものにしている
9/29/2024 14:03:29,Yes,7,1,2,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,other,other,other,4,3,,
9/29/2024 14:03:35,Yes,9,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,今後ともよろしくお願いします。,ルールは守る。
9/29/2024 14:03:45,Yes,40,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,特にない,特にない
9/29/2024 14:03:47,Yes,55,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,
9/29/2024 14:03:55,Yes,45,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,3,,
9/29/2024 14:03:57,Yes,1,1,2,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,No,1,1,,
9/29/2024 14:03:58,Yes,34,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,,
9/29/2024 14:03:58,Yes,50,1,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,分別
9/29/2024 14:03:58,Yes,30,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,4,画像が小さくて見辛かったのが残念。,ラベルレスのペットボトルを選んだり、ゴミ分別を家族内で徹底している。
9/29/2024 14:04:08,Yes,85,3,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,male,Yes,4,4,,
9/29/2024 14:04:13,Yes,70,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,male,Yes,5,5,答えやすかったです,他人にも分別の受容性を時々話しています。
9/29/2024 14:04:19,Yes,20,4,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,3,3,,
9/29/2024 14:04:25,Yes,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,少しでも効果のある言葉や表現を探っているなと感じた,出来る範囲ではやっているが細部まではやっていないかもしれない
9/29/2024 14:04:27,Yes,5,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,分ければ資源,リサイクル
9/29/2024 14:04:28,Yes,70,4,2,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,1,ゴミの分別は必要無い,全て燃えるゴミ
9/29/2024 14:04:30,Yes,6,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,female,Yes,4,4,,
9/29/2024 14:04:34,Yes,80,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,
9/29/2024 14:04:34,Yes,90,3,4,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,No,4,4,,
9/29/2024 14:04:36,Yes,60,4,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,other,other,3,3,,
9/29/2024 14:04:42,Yes,50,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,3,,
9/29/2024 14:04:44,Yes,79,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,分別の大切さ,まとめて出す
9/29/2024 14:04:49,Yes,75,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,
9/29/2024 14:04:58,Yes,75,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,4,4,,
9/29/2024 14:05:04,Yes,68,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,No,3,4,,
9/29/2024 14:05:10,Yes,95,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,アイデアよりも、真摯な姿勢を描く事こそ、大切であると、今回のポスターを見て、再確認できたように思えます　きちんと意識を持ちたいですね！,ゴミ分別、電気の節約、道端のポイ捨てをしない事　など、基本的な事から、強い気持で守る事を心がけておりますね
9/29/2024 14:05:33,Yes,60,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,3,,
9/29/2024 14:05:38,Yes,50,4,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,他人の意識を変えられるほどの、掲示ってあるんだろうかと思いました。,分別で迷ったときは自治体のホームページで確認しています。
9/29/2024 14:05:39,Yes,6,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,No,5,5,分別は重要,ごみを増やさない
9/29/2024 14:05:42,Yes,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,4,ポスターが怖かった,紙を資源ゴミに全てはなかなかできてなかった
9/29/2024 14:05:47,Yes,85,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,5,まだまだ分別されていないゴミがたくさんあるので大切な事だと思う,二酸化炭素を出さないように心がける
9/29/2024 14:05:49,Yes,80,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,2,2,,
9/29/2024 14:05:51,Yes,75,3,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,,
9/29/2024 14:06:05,Yes,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,2,1,,
9/29/2024 14:06:26,Yes,10,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,
9/29/2024 14:06:27,Yes,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,No,3,3,,
9/29/2024 14:06:31,Yes,75,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,4,4,,
9/29/2024 14:07:03,Yes,70,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,,
9/29/2024 14:07:07,Yes,5,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,other,No,2,2,,
9/29/2024 14:07:11,Yes,55,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,4,2,,
9/29/2024 14:07:16,Yes,79,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,female,No,2,1,,
9/29/2024 14:07:21,Yes,40,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,other,other,No,3,3,,
9/29/2024 14:07:22,Yes,85,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,5,5,,
9/29/2024 14:07:31,Yes,70,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,other,other,other,4,4,,
9/29/2024 14:07:45,Yes,50,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,同じことを言っていても、写真や言い回しで印象が変わる,入れ替えが出きるものは中身だけ購入する
9/29/2024 14:07:55,Yes,70,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,other,other,other,4,4,,
9/29/2024 14:08:01,Yes,7,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,5,分別は重要,ごみを増やさない
9/29/2024 14:08:12,Yes,60,3,4,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,3,,
9/29/2024 14:08:38,Yes,80,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,,
9/29/2024 14:08:51,Yes,70,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,
9/29/2024 14:09:06,Yes,40,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,2,1,,
9/29/2024 14:09:13,Yes,8,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,生活する中で、エコ活動に取り組んでいます。ゴミもそのひとつなので、このようなアンケートが増えてくれると良いと思います。意識が変わってくからです。,再生できるとの認識で生活しています。
9/29/2024 14:09:15,Yes,53,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,
9/29/2024 14:09:32,Yes,8,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,
9/29/2024 14:09:33,Yes,6,4,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,3,3,責任ある行動が必要,出来合いの食べ物をあまり買わない
9/29/2024 14:09:35,Yes,30,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,No,4,3,,
9/29/2024 14:09:40,Yes,80,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,5,5,,
9/29/2024 14:09:48,Yes,10,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,3,,
9/29/2024 14:09:53,Yes,35,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,2,3,ポスターがパッとしなかった。もっとカラフルでインパクトの強い物なら同じレイアウトでも違ったと思う。,
9/29/2024 14:09:54,Yes,93,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,環境保護に対する強い意識を感じた。,資源ゴミは環境保護に非常に有効的。
9/29/2024 14:09:56,Yes,75,4,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,No,4,3,ゴミの分別はきちんとやるべきだと思った。,資源ゴミはきちんと分別している。
9/29/2024 14:09:59,Yes,8,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,4,4,地球環境を守る,めんどくさいと思わない
9/29/2024 14:10:11,Yes,5,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,,
9/29/2024 14:10:41,Yes,70,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,
9/29/2024 14:11:06,Yes,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,other,Yes,5,3,,
9/29/2024 14:11:22,Yes,5,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,言葉とイラストの印象でゴミの分別への意識が高まった,リサイクル可能なゴミ収集への協力を心掛けている
9/29/2024 14:11:40,Yes,53,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,
9/29/2024 14:11:42,Yes,9,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,ゴミの分別は環境のためにしないと駄目だと思います。,汚れてたら汚れを落としてから分別する。
9/29/2024 14:12:35,Yes,6,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,3,ゴミの分別をよくわかっているのか改めて考えさせられた。,ゴミ分別わからない時は自治体のパンフレットを見たりして気を付けてやっている。。
9/29/2024 14:12:49,Yes,100,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,
9/29/2024 14:14:02,Yes,9,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,4,4,,
9/29/2024 14:15:12,Yes,50,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,4,4,自分を含めて、ゴミの分別についてよく理解できていない人は、たくさんいると思う。,なるべくゴミを減らすようにしたい。電気やガス、水道など、無駄遣いしないようにしたい。
9/29/2024 14:15:22,Yes,20,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,female,No,5,4,ごみの分別を促すポスターの絵が何かだけでなくフレーズでも、「しないでください」と「してください」でわかりやすさや見る側の印象、伝わりやすさが違うのだなと感じた。,プラごみを嫌いに洗ってからプラごみの袋に入れたり、紙ゴミもかなり気をつけて分別してなるべく燃えるゴミを出さないように意識している。環境に対しては何をするにしても水の出し過ぎに特に気をつけている。
